Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Cristaldo, Franco",VOL,Boca Juniors,800000,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,2.0,17.0,8.5,2.0,17.0,8.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cubas, Adrián Andrés",VOL,Boca Juniors,1100000,7,12,0,0,0,0,0,0,0,5,6,0,0,0,0,2.0,11.0,5.5,4.0,30.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Erbes, Cristian",VOL,Boca Juniors,3500000,0,0,0,5,3,3,13,6,0,0,0,0,0,0,5,6.0,35.0,5.83,6.0,35.0,5.83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Fuenzalida, José",VOL,Boca Juniors,3300000,5,0,6,0,6,0,0,0,0,0,0,5,0,0,5,4.0,22.0,5.5,5.0,27.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gago, Fernando",VOL,Boca Juniors,6000000,11,0,4,6,6,0,0,0,0,0,7,0,5,-1,0,6.0,27.0,4.5,7.0,38.0,5.43,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Lodeiro, Nicolás",VOL,Boca Juniors,5200000,0,5,12,4,6,5,0,4,5,16,5,0,5,0,0,9.0,62.0,6.89,10.0,67.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Meli, César",VOL,Boca Juniors,4000000,0,6,3,3,6,6,6,26,3,0,5,6,0,4,5,11.0,73.0,6.64,12.0,79.0,6.58,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
"Pavón, Cristian",VOL,Boca Juniors,1500000,0,0,0,0,0,0,0,5,6,15,17,0,0,0,0,4.0,43.0,10.75,4.0,43.0,10.75,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Pérez, Pablo",VOL,Boca Juniors,4100000,7,4,0,0,0,0,7,5,5,5,0,0,0,0,6,6.0,28.0,4.67,8.0,39.0,4.88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
"Pochettino, Tomás",VOL,Boca Juniors,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Calleri, Jonathan",DEL,Boca Juniors,5000000,4,11,10,5,0,4,0,0,5,0,0,5,0,5,10,7.0,44.0,6.29,9.0,59.0,6.56,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Chávez, Andrés",DEL,Boca Juniors,5500000,0,0,0,0,0,0,5,0,6,0,2,5,4,3,8,7.0,33.0,4.71,7.0,33.0,4.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Gigliotti, Emmanuel",DEL,Boca Juniors,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Martínez, Juan Manuel",DEL,Boca Juniors,4800000,5,10,0,10,5,4,0,0,0,0,0,4,0,0,0,4.0,23.0,5.75,6.0,38.0,6.33,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Osvaldo, Daniel",DEL,Boca Juniors,7000000,0,0,5,0,11,11,14,6,3,5,5,0,-1,5,0,10.0,64.0,6.4,10.0,64.0,6.4,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
"Palacios, Sebastián",DEL,Boca Juniors,1300000,20,0,0,5,6,0,0,0,0,0,0,5,5,0,11,5.0,32.0,6.4,6.0,52.0,8.67,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Vadalá, Guido",DEL,Boca Juniors,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Broun, Jorge",ARQ,Colón de Santa Fe,3100000,4,5,9,5,-3,4,5,8,4,3,9,3,3,8,0,13.0,58.0,4.46,15.0,67.0,4.47,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0
"Lovera, Ignacio",ARQ,Colón de Santa Fe,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mehring, Andres",ARQ,Colón de Santa Fe,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bíttolo, Mariano",DEF,Colón de Santa Fe,2800000,5,6,7,4,0,4,5,7,4,5,8,4,3,7,5,12.0,63.0,5.25,14.0,74.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"Castillo, Luis",DEF,Colón de Santa Fe,2700000,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1.0,5.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Conti, Germán",DEF,Colón de Santa Fe,2600000,5,6,6,11,3,11,6,6,3,3,7,2,0,8,3,12.0,69.0,5.75,14.0,80.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0
"Cuevas, Pablo",DEF,Colón de Santa Fe,2400000,0,4,0,6,4,4,5,7,3,3,0,4,3,0,2,10.0,41.0,4.1,11.0,45.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
"Eguren, Sebastián",DEF,Colón de Santa Fe,2700000,0,4,5,3,3,0,0,0,7,0,0,0,4,0,0,5.0,22.0,4.4,6.0,26.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
"Ferracuti, Guillermo",DEF,Colón de Santa Fe,2500000,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1.0,4.0,4.0,2.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"García, Emiliano",DEF,Colón de Santa Fe,1800000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Landa, Lucas",DEF,Colón de Santa Fe,3100000,4,5,8,6,1,2,0,0,0,0,0,0,0,0,0,4.0,17.0,4.25,6.0,26.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Lazzaroni, Franco",DEF,Colón de Santa Fe,2900000,0,0,0,0,0,0,6,7,5,5,5,4,4,9,5,9.0,50.0,5.56,9.0,50.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
"Olivera, Wilfredo",DEF,Colón de Santa Fe,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rodríguez, Clemente",DEF,Colón de Santa Fe,4000000,0,0,7,0,0,5,4,8,3,0,0,0,0,0,0,5.0,27.0,5.4,5.0,27.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
"Ballini, Matías",VOL,Colón de Santa Fe,2200000,5,0,0,0,0,6,5,5,4,5,6,3,4,2,6,10.0,46.0,4.6,11.0,51.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Casado, Víctor",VOL,Colón de Santa Fe,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fernández, Marcos",VOL,Colón de Santa Fe,1800000,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,3.0,2.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Garnier, Yamil",VOL,Colón de Santa Fe,1600000,0,0,5,0,0,0,0,0,0,6,5,5,0,5,0,5.0,26.0,5.2,5.0,26.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gómez, Ezequiel",VOL,Colón de Santa Fe,300000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,2.0,9.0,4.5,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ledesma, Pablo",VOL,Colón de Santa Fe,4500000,4,5,5,7,4,3,11,7,4,0,0,5,4,5,4,11.0,59.0,5.36,13.0,68.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
"Leys, Franco",VOL,Colón de Santa Fe,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Llama, Cristian",VOL,Colón de Santa Fe,1200000,0,0,0,0,0,0,0,0,12,5,0,13,5,4,17,6.0,56.0,9.33,6.0,56.0,9.33,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"Pérez, Daniel",VOL,Colón de Santa Fe,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poblete, Gerónimo",VOL,Colón de Santa Fe,1800000,4,4,3,5,4,5,6,3,5,5,5,0,0,0,3,10.0,44.0,4.4,12.0,52.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Ramírez, David",VOL,Colón de Santa Fe,3700000,4,18,4,2,3,0,0,0,0,0,0,2,6,4,0,6.0,21.0,3.5,8.0,43.0,5.38,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
"Romero, Braian",VOL,Colón de Santa Fe,1500000,5,4,0,0,0,0,12,17,0,0,0,6,23,0,4,5.0,62.0,12.4,7.0,71.0,10.14,4.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Alario, Lucas",DEL,Colón de Santa Fe,3100000,5,6,4,2,0,0,0,0,0,10,5,24,6,3,5,8.0,59.0,7.38,10.0,70.0,7.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Becerra, Raúl",DEL,Colón de Santa Fe,2800000,0,0,0,6,11,2,0,0,0,0,0,0,0,0,0,3.0,19.0,6.33,3.0,19.0,6.33,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"García, Cristian",DEL,Colón de Santa Fe,2900000,0,0,0,0,4,3,5,5,5,15,5,0,0,0,0,7.0,42.0,6.0,7.0,42.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Guanca, Cristian",DEL,Colón de Santa Fe,2000000,0,0,0,11,4,5,0,0,0,4,6,5,0,0,0,6.0,35.0,5.83,6.0,35.0,5.83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Villarruel, Gustavo",DEL,Colón de Santa Fe,2500000,6,5,6,5,3,0,0,4,6,0,0,0,0,5,0,6.0,29.0,4.83,8.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Caffa, Germán",ARQ,Crucero del Norte,2800000,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Mendonca, Juan",ARQ,Crucero del Norte,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ramírez, Horacio",ARQ,Crucero del Norte,900000,0,0,0,0,9,3,7,1,4,9,9,-1,4,5,3,11.0,53.0,4.82,11.0,53.0,4.82,0.0,0.0,0.0,0.0,15.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
"Bareyro, Dante",DEF,Crucero del Norte,2300000,0,0,0,0,0,0,0,0,5,6,8,11,0,0,0,4.0,30.0,7.5,4.0,30.0,7.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Barraza, Julio",DEF,Crucero del Norte,3000000,0,0,0,0,0,17,8,0,0,5,6,2,0,0,6,7.0,44.0,6.29,7.0,44.0,6.29,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
"Cabañas, Víctor",DEF,Crucero del Norte,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cabrera, Juan",DEF,Crucero del Norte,2100000,0,0,0,4,0,0,0,0,0,3,7,0,0,0,3,4.0,17.0,4.25,4.0,17.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Dematei, Nicolás",DEF,Crucero del Norte,2500000,6,5,6,4,13,5,8,17,6,0,0,0,0,0,8,10.0,67.0,6.7,12.0,78.0,6.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0
"Godoy, Cristian",DEF,Crucero del Norte,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lechner, Rodrigo",DEF,Crucero del Norte,1400000,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3.0,15.0,5.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oliva, Maximiliano",DEF,Crucero del Norte,2300000,0,0,0,0,0,0,0,0,0,5,0,0,5,2,0,3.0,12.0,4.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Pérez, Alejandro",DEF,Crucero del Norte,2200000,8,5,6,4,8,5,9,4,5,4,8,5,5,5,6,13.0,74.0,5.69,15.0,87.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"Rosso, Federico",DEF,Crucero del Norte,2100000,8,5,3,3,7,0,0,0,0,0,0,0,0,0,0,3.0,13.0,4.33,5.0,26.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
"Tomasini, Gabriel",DEF,Crucero del Norte,2400000,7,5,6,2,7,5,6,2,7,0,0,0,5,5,0,9.0,45.0,5.0,11.0,57.0,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
"Caballero, Lucas",VOL,Crucero del Norte,1700000,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2.0,12.0,6.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Calgaro, Diego",VOL,Crucero del Norte,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chironi, Gabriel",VOL,Crucero del Norte,500000,6,4,0,0,0,0,0,0,0,0,6,5,0,0,0,3.0,11.0,3.67,5.0,21.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Dujaut, José",VOL,Crucero del Norte,300000,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,2.0,17.0,8.5,2.0,17.0,8.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fileppi, Claudio",VOL,Crucero del Norte,3300000,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lamas, Marcelo",VOL,Crucero del Norte,1000000,5,5,5,4,0,0,3,0,5,0,0,0,0,0,0,4.0,17.0,4.25,6.0,27.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Melgarejo, Damián",VOL,Crucero del Norte,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Molinas, Iván",VOL,Crucero del Norte,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Monserrat, Fabián",VOL,Crucero del Norte,2900000,0,5,4,5,4,4,0,6,0,0,3,5,4,4,5,10.0,44.0,4.4,11.0,49.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Olmedo, Nicolás",VOL,Crucero del Norte,3400000,6,0,0,0,0,0,4,4,5,5,6,5,5,6,11,9.0,51.0,5.67,10.0,57.0,5.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Romero, Dardo",VOL,Crucero del Norte,2800000,3,5,3,0,3,2,5,0,-1,0,0,0,0,0,0,5.0,12.0,2.4,7.0,20.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
"Torres, Diego",VOL,Crucero del Norte,3000000,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1.0,4.0,4.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
"Vázquez, Fabio",VOL,Crucero del Norte,2700000,12,4,5,4,5,5,17,6,5,4,5,3,5,5,5,13.0,74.0,5.69,15.0,90.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
"Alvarez, Ernesto",DEL,Crucero del Norte,2700000,5,5,5,4,5,5,0,3,15,4,11,6,2,5,10,12.0,75.0,6.25,14.0,85.0,6.07,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
"Avalos, Gabriel",DEL,Crucero del Norte,1700000,6,6,4,5,5,0,5,5,4,4,0,4,19,6,16,11.0,77.0,7.0,13.0,89.0,6.85,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Cólzera, Ariel",DEL,Crucero del Norte,2800000,0,0,0,0,4,3,5,6,4,3,5,10,0,5,0,9.0,45.0,5.0,9.0,45.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Martínez Ramos, Nicolás",DEL,Crucero del Norte,1000000,0,0,5,4,5,3,7,0,0,0,6,5,6,5,6,10.0,52.0,5.2,10.0,52.0,5.2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Stupiski, Pablo",DEL,Crucero del Norte,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yagusieczko, Adrián",DEL,Crucero del Norte,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Arias, Gabriel",ARQ,Defensa y Justicia,2600000,8,4,5,10,4,13,11,1,14,5,2,1,2,4,4,13.0,76.0,5.85,15.0,88.0,5.87,0.0,0.0,0.0,0.0,21.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0
"Dobboletta, Juan Ignacio",ARQ,Defensa y Justicia,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Santillo, Pablo",ARQ,Defensa y Justicia,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Barrios, Fernando",DEF,Defensa y Justicia,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benítez, Marcelo",DEF,Defensa y Justicia,3300000,7,5,2,7,4,4,7,5,7,4,0,0,0,0,6,9.0,46.0,5.11,11.0,58.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
"Casteglione, Carlos",DEF,Defensa y Justicia,3900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dal Casón, Guido",DEF,Defensa y Justicia,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Faccioli, Emir",DEF,Defensa y Justicia,3400000,8,5,5,0,0,0,8,6,7,8,5,2,16,0,0,8.0,57.0,7.13,10.0,70.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
"Martínez, Damián",DEF,Defensa y Justicia,3500000,0,0,0,6,3,3,7,3,6,5,4,4,3,0,5,11.0,49.0,4.45,11.0,49.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
"Matheu, Carlos",DEF,Defensa y Justicia,3800000,0,0,0,4,4,3,8,5,9,5,4,-1,0,15,4,11.0,60.0,5.45,11.0,60.0,5.45,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0
"Maya, Federico",DEF,Defensa y Justicia,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saveljich, Esteban",DEF,Defensa y Justicia,2800000,9,6,6,6,5,2,8,4,6,2,0,0,2,6,0,10.0,47.0,4.7,12.0,62.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
"Tejera, Juan",DEF,Defensa y Justicia,3700000,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3.0,9.0,3.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"Vella, Luciano",DEF,Defensa y Justicia,3800000,7,5,6,0,0,0,0,0,0,0,0,0,2,0,0,2.0,8.0,4.0,4.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
"Yacuzzi, Javier",DEF,Defensa y Justicia,3900000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2.0,8.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Acevedo, Walter",VOL,Defensa y Justicia,3800000,4,6,5,0,0,0,0,0,5,3,4,4,0,0,0,5.0,21.0,4.2,7.0,31.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Alvarez, Favio",VOL,Defensa y Justicia,2400000,5,0,0,0,0,5,5,0,0,5,4,0,5,0,5,6.0,29.0,4.83,7.0,34.0,4.86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Barbieri, Mariano",VOL,Defensa y Justicia,2600000,0,0,4,6,7,6,0,0,0,6,0,0,0,0,0,5.0,29.0,5.8,5.0,29.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Becerra, Leandro",VOL,Defensa y Justicia,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bertochi, Nicolás",VOL,Defensa y Justicia,2700000,19,6,4,0,0,0,0,0,0,0,0,0,0,6,0,2.0,10.0,5.0,4.0,35.0,8.75,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Busse, Walter",VOL,Defensa y Justicia,2800000,0,5,0,6,3,5,0,4,5,6,5,4,0,0,0,8.0,38.0,4.75,9.0,43.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Cabrera, Gonzalo",VOL,Defensa y Justicia,2300000,0,0,0,0,0,0,0,4,0,0,0,12,5,0,0,3.0,21.0,7.0,3.0,21.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Casoratti, Kevin",VOL,Defensa y Justicia,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Juárez, Axel",VOL,Defensa y Justicia,2500000,6,3,5,6,4,5,5,4,0,4,0,0,2,3,3,10.0,41.0,4.1,12.0,50.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
